author,clean_comment,likes,publishedAt
@FREEDOM-c2i,siapa yang setuju gaji dpr satu umr tanpa tunjangan lain,1,2025-08-22T05:44:52Z
@RusLan-r8r,ya allah jauh kan kami dari orang dzolim,4,2025-08-22T05:41:16Z
@waras.62,dah gajinya aja setara umr gak usah pakai tunjangan agar kinerjanya semangat merasakan seperti rakyat asli,1,2025-08-22T05:37:39Z
@cakpelor-x9r,rakyat seindonesia stop pilih caleg dari sekarang dan seterusnya rakyat jgn tergiur dgn iming duit bayaran di caleg,0,2025-08-22T05:29:03Z
@sulaimanmania,dpr dpt tunjanganrakyatnya mulai meninggal satu persatu parah,0,2025-08-22T05:27:09Z
@novik.2786,pantau terus wahai rakjel,0,2025-08-22T05:04:10Z
@jalantakbertepi8522,jadi pengen nyalon dprtunjanganya gede banyak lagiudah kagak pusing lg mikirin idup,0,2025-08-22T05:02:45Z
@novik.2786,efisiensi anggaran apa kabar,0,2025-08-22T04:58:56Z
@herisunarko9049,makin heran dengan pemerintah saat ini tidak sesuai harapan dengan bpk prabowo yg saya pilih di pilpres,0,2025-08-22T04:56:21Z
@OpanSopandi-i6c,rakyat kasih beras bulog aja atau dibalikin beras bulog buat dpr ri dan dpr d,0,2025-08-22T04:52:02Z
@sugengria2208,baguslah mereka benar wakil kita untuk bahagia,0,2025-08-22T04:47:51Z
@pdgkota8,kenapa beras naik tapi stock beras melimpahswasembada hampir capai,0,2025-08-22T04:31:42Z
@jhonkemotchanel4910,gaji umr belum dapat juta per tahun,0,2025-08-22T04:25:11Z
@DennyPutra69,kode keras dri pak prabowo pak prabowo tidak melarang klo kita mengibarkan bendera one piece sengaj bikin berita dpr naik gaji untuk memancing amarah kita buat demo tp kita belum bergerak sampai sekrang dan menurutku itu sudah taktik pintar dari pak prabowo sebab dia paham klo pak prabowo tdk berhak membubarkan dpr dan itu bukan ranah dia yg berhak itu kita sebagai rakyat sebab sesuai kepanjangannya dewan perwakilan rakyat jdi yg berhak melengserkan dpr itu rakyat gas kita bubarkan pak prabowo belajr dari kisah pak gusdur yg ingin hapus dpr namun dia yg dilengserkan,0,2025-08-22T04:23:41Z
@eldante99,terima kasih dpr dewan pemeras rakyat,1,2025-08-22T04:18:33Z
@sandiirfanpermana4773,setuju ga sih jt warga negara indonesia jd anggota dpr semua biar dpr g d demo kerjanya jg mudah kan,0,2025-08-22T04:13:06Z
@Albert..846,semoga gaji dpr naik jadi miliar per bulanamin,2,2025-08-22T04:11:47Z
@sandiirfanpermana4773,aku menginput data data warga indo gajih pokokku jt tunjangan transport beras tunjangan rumah tunjagan lainnya potongan bpjs rb pajak dll,0,2025-08-22T04:07:55Z
@sandiirfanpermana4773,menaikan gajih dpr cepet bnget naik gajih buruh pun susah bnget apalagi d jabar,0,2025-08-22T04:05:01Z
@EniDiana-m6g,bubarkan,1,2025-08-22T03:35:58Z
@lonelyguesz,rumah jabatan dikembalikan untuk nantinya dilelang terselubung untuk mereka lagi dan pejabat pejabat tinggibiaya pemeliharaan rumah dinas gak mungkin segede itu per bulan dan tidak mungkin tiap bulan rehap rumahgila amat,0,2025-08-22T03:31:21Z
@Tambak_OLeng,mereka sudah punya rumah pribadi jadinya rumah dinas dikembalikan supaya jadi lembaran uang,0,2025-08-22T02:49:35Z
@RisnaWati-i7g,bubarkan dpr krna menolak kenaikan gaji pns dan pensiunguruturunkan prabowo pecat sri mulyani,0,2025-08-22T02:40:26Z
@nanangnanang5851,hidup dpr kalian orang hebat tapi kalian bukan wakil kami,0,2025-08-22T02:36:26Z
@kaconkaguel9904,yg heran ada tunjangan ke hormatanpadahl mrk gk pantas di hormati,35,2025-08-22T02:27:50Z
@sukitace2291,yqmg ada di pikran dpr bagaimana caranya dapat uamg tambahan umruk partai dan diri semdiri,0,2025-08-22T02:20:40Z
@Rean347,kenapa tes dpr gk seperti cpns ya,0,2025-08-22T02:17:48Z
@KalK-l9b,rakyat keberatan dengan gelar terhormat untuk dpr mohon tidak disebut sebut lagi kami hampir muntah,0,2025-08-22T02:11:56Z
@ocenmocen-ro6xb,seluruh gajih dprri harus di sebar biar rakyat tau berapa gajih keseluruhanya segala tunjangan sllu mnarik untuk rakyat tau ayo sebarkn orang poto copy dftr gjih dprri biar rakyat kaget,0,2025-08-22T02:03:54Z
@batsuyt,siapa yang sepakat bubarkan dpr ayo angkat jarinya,80,2025-08-22T01:56:28Z
@Anji.k-r6j,hak rqkyat membubarkan ini lembagagak ada gunanyayg memberi suara rakyatyg membubarkan tentunya harus rakyatorang yg menjadi beban negara kerja gak pecuss,0,2025-08-22T01:50:12Z
@obiktobiki1793,selamat untuk yth bapakibu dprri yang telah naik gajinya jangan lupa ya bersyukur biarkan kami makan dan tinggal di tempat apa adanya yang penting kalian semua kaya raya terimakasih,0,2025-08-22T01:44:49Z
@sheenstudioofficial569,bubarkan gak sih dewan pemeras rakyat ini,0,2025-08-22T01:42:05Z
@iluhindri618,ok gas ok gas gas trus ampek habis tu duit trus joget massal di gedung dpr,0,2025-08-22T01:37:36Z
@PutraSaputra-w7e1e,kerja ga bener ngabis ngabisin anggaran negara blom yang korupsi nya ugal ugalan lama lama mlarat negara ini di keruk dpr wakil rakyat tapi menyengsarakan rakyat rakus ga liat rakyat pemerintah macam apa dari dulu pemerintah gada yang bener korupsi makin main bersih ini loh rakyat miskin cari uang sampe sekarat biar bisa bayar pajak pemerintah nya malah ga peduli,0,2025-08-22T01:31:06Z
@MaxiMaringga,bubarin dpr ga ada guna cuma habisin dana mendingan buat bantu fakir miskin,0,2025-08-22T01:03:17Z
@yussabahan,satu kesilapan besar untuk pemimpin indonesia,0,2025-08-22T00:24:34Z
@jikdewa4124,kok rakyat gigit jari kan rakyat bisa menikmati kenaikan pajak gigit jari bagaimana,0,2025-08-22T00:08:14Z
@AgusSetiawan-wm8zi,itu uang dri hasil memeras keringat pajak rakyat rakyat g akan ridho biar kelak diakherat dituntut jutaan orang biar mereka ini masuk neraka biar sengara disana apalagi yg mutusin kebijakan tersebut,0,2025-08-21T23:52:08Z
@arlandymnzain669,dulu ngemissuaraudah jadikayak raja dulu ngemis suara udah jadi gayaselama hasil kerja merekaapaaaaaaaparahparahhhhhhhhhhhhhhhhhh,0,2025-08-21T23:50:24Z
@PendiHartono-y2m,negara ini memang belum adil rakyat indonesia masi banyak susah cari makan,1,2025-08-21T23:35:08Z
@ararmelong8381,aku mau jadi dpr dewan penyiksa rakyat kalau begi nominalnya,0,2025-08-21T22:54:36Z
@ameyresa3277,gaji asn kagak naik rakyat banyak turun kelas ekonomi lagi seret nyari kerjaan susah karyawan swasta banyak phk merekamereka yg ga ada fungsinya ini malah naik gajinya emang tai,1,2025-08-21T22:53:01Z
@SuwantoSuwanto-x7w,dpr gajih bertambah rakyat makin menderita,0,2025-08-21T22:15:33Z
@ManggoTv-mq5tm,mendingan tuhbpajak buat sekolah gratis kuliah gratis jangan ada lagi bukubyg harus di beli,0,2025-08-21T21:50:39Z
@ManggoTv-mq5tm,bulshit pajak rakyat untuk rakyat atau uang rakyat untuk dpr foya foya tuh,0,2025-08-21T21:49:45Z
@WijayaWijaya-rk8zx,tidak berperi kemanusian,0,2025-08-21T21:44:21Z
@alifiandri1138,bubarin lah lembaga tidak berguna buang buang anggaran buat kerjaan yg gk nyata naik sedikit segitu dibilang sedikit coba lebih transparant lagi keuntungan negara mulai dari sumber daya alam bumn dan pajak itu larinya kemana sajah ko bisa sampaai untuk pembangunanpun masih lewat hutang aap semua itu dikorupsi,0,2025-08-21T21:32:03Z
@HandokoJaya1922,dengan kenaikanya gaji dpr apakah masih melakukan lagi korupsi,0,2025-08-21T19:07:01Z
@jamalulaillail7242,buatin aja rumah susun jangan rakyat nya aja di suruh ke rumah susun kompensasi atw mau bangun rumah itu woy gajih bulan pejabat sebanding dengan orang guru,0,2025-08-21T18:41:09Z
@rembulanmalam5968,dprdewan pemborosan,0,2025-08-21T18:03:08Z
@YunusYunus-j8r,ya kamu kalu pingin jadi dewan apa pegawai ya berfikir kesana jagan cuman mrotes negara dong,0,2025-08-21T17:52:41Z
@HOMEtoolDekor,kerjone gur micek bayare juta,0,2025-08-21T17:42:08Z
@vitoriusmaramis7591,golput salahmilih juga salahkudu pye ikintar demo salahga demo umpakan,0,2025-08-21T17:09:21Z
@HusainPrabawaermando-m9w,beban rakyat semua beban rakyat,0,2025-08-21T17:08:07Z
@rinijuliana2781,dpr tidak punya hati gajih tinggi gajih honor memalukan,0,2025-08-21T16:36:00Z
@alfawisesa2390,pejabat naik gaji rakyat naik pajak gemblung,0,2025-08-21T16:20:04Z
@tantrilistiana4184,iya gaji gede nya di wakili oleh dpr sedangkan rakyat ada yg gajinya ribu ribubulan guru honorer madrasah swasta,2,2025-08-21T16:17:52Z
@Cperdian,kerusakan rumah sudah diperhitungkan kalau memang uang kos jt cukup gaji dpr itu jt tombok pun gak mau emang harus dibubarin dpr sri mulyani juga harus dipecat mentri ga becus,0,2025-08-21T16:05:09Z
@whinnc,boleh naik gaji tp tunjangannya dihapus gaji jt tunjangan jt edan,0,2025-08-21T16:03:32Z
@ChanDra-be7xn,dk tau malu,0,2025-08-21T16:00:12Z
@anggapramesta4825,kerja ga seberapa tunjangan ga kira kira,0,2025-08-21T15:57:41Z
@DonCarlito5758,negara ini makin hancur cita luhur mensejahterakan rakyat hanya omong kosong negara ini hanya wadah para politisi oligarki dan taipan menikmati kekuasaan dengan menginjaknginjak hak rakyat sepertinya memang negara ini yang perlu revolusi bukan reformasi,0,2025-08-21T15:55:25Z
@nurdinismail6273,sebenernya apa kerja dpr meloloskan uu perampasan aset sampai sekarang gak kelar kelar tunjangan naik seknifisan pajak seenaknya naik sampai persen,0,2025-08-21T15:55:20Z
@KipasAngin1010-0,pesta tikus,0,2025-08-21T15:25:29Z
@supriyadianakratuaji8596,anggota dpr hanya memperjuangkan nasibnya sendiri bukan untuk rakyat ucapan syahroni membuktikan betapa besar uang negara yg dimakan sia sia oleh pejabat yg foya foya tanpa melihat takyatnya melarat dan menderita,0,2025-08-21T15:16:51Z
@Niammainship,alhamdulillah sip josssss,0,2025-08-21T15:12:35Z
@ArSad-t1s,sepakat,0,2025-08-21T15:09:57Z
@AnaPrabu-f5q,bubarin dpr foya diatas penderitaan rakyat indonesia,0,2025-08-21T15:09:15Z
@syapaap5238,sungguh ironis negeri ini sungguh gak tau malu anggota dpr yg terhormat,1,2025-08-21T14:55:07Z
@apipphos457,mereka yang buat aturan utk gaji diri sendiri,0,2025-08-21T14:45:08Z
@RizalStb-ci3yg,astaghfirullah begitu banyaknya tunjangan di berikan kepada anggota dpr dan pejabat lainnya belum lagi gajinya pantas bnyak orang berebut jadi anggota dpr sehingga melakukan segala cara untuk mendapatkan kursi di dpr,0,2025-08-21T14:41:40Z
@DihxLmpg,kenapa tidak setahun sekali ajalah tunjangan itu dikasih nya,0,2025-08-21T14:40:57Z
@agungDazil,saya yakin se yakin yakin nyanegara lebih makmurklo dpr di bubarkandan kalian itu mewakili rakyat yg mana dan apa kabar uud perampasan aset koruptor,0,2025-08-21T14:29:17Z
@ngadimanngadiman5211,duduki lagi gedung dpr,0,2025-08-21T14:28:26Z
@MatSani-k2g,eko patrio dan uya kuya hati rakyat pasti cari loh,0,2025-08-21T14:27:20Z
@MilaKamila1233,benarngak jelas makan gaji buta,0,2025-08-21T14:26:20Z
@jjs529,dagelan para para anggota dewan jogetin aja,0,2025-08-21T14:25:04Z
@suparlanparlan5157,sehari jutaitu msh dpt tunjangan wow bnget ya sdangkn rakyat kecil cari uang ribu sehari aja susah itupun bt mkn sehari hari uang saku dan lain lain,1,2025-08-21T14:20:00Z
@roy-gz3tg,pada mengelak rakyat uda gram klakuan wakel oli gargi wakel partai tahi rakyat uda muak dpr harus bubar,0,2025-08-21T14:17:07Z
@TienSol-j4n,dpr gak gunaga ada faedahnya utk rakyat ajang korupsi bubarkan saja,0,2025-08-21T14:15:32Z
@JasmiFc-u1p,dpr bubarkan saja tdk berguna bkn resah pak prabowo hrs memberi solusi memperjuangkan rakyatnya,0,2025-08-21T14:13:56Z
@ikramhusainmerdekachannel9369,pangkas saja tunjangan nya buat masyarakat yg kurang mampumau pendapatan gede kerja gak becus,0,2025-08-21T14:13:33Z
@ganti_acc,setuju banget dpr di bubarkan hanya menambah beban rakyat,0,2025-08-21T14:08:09Z
@hrvlog9284,dpr beban negara,0,2025-08-21T14:03:38Z
@SyawalLudin-j2d,tunjangan kehormatan apa hormanya dimana jadi pemerintah mungkin untuk neredan klu ada pemeribtah bermasalah juta itu sdh tinggi tidak perku ditambah lagi sekangit itu sakit rajyat debgarnya wakil rajyat aoa wakil cari duit maka klu dpr pikiranya duit tudak usah dioikih kagi gubarkan dor cukup di birokrasi instansi oemerintahan saja jadi tidak menjadu beban negara,0,2025-08-21T13:55:20Z
@taufiktaufik4490,kita gaungkan,0,2025-08-21T13:49:31Z
@SyawalLudin-j2d,jgn suka gaya hidup newah pikirkan yg tidak kerja dan tidak punya rumah pendidikan nesti dari sd sd pt itu tanpa bayar,0,2025-08-21T13:49:29Z
@SyawalLudin-j2d,otak itak dor saya sangat ngerti dasar mau jadi dor rakyat jgn pilih kagi dor mengatas namakan wakil rakyat kedepan cukup pemerintahan saja dan kadis kadis dan birikrasi pemerintahan tidak usa rumah dinas cukup di mess saja karena nereka itu sdh punya rumah semua itu sama saja kku rapat cukup tinggal di mess saja tidak nginap dihotol,0,2025-08-21T13:47:34Z
@Amsori-su2fr,dpr gajinya naikrakyat gak kebagian duit padahal yg milih rakyatenakk aja meras rakyat rakyat gak relaaa kalau memaksa sama dengan membunuh rakyatnya sendiri,0,2025-08-21T13:47:15Z
@jokowow7323,jgn cm teriak skrg tpi hukum dg memilih psi partai anak muda yg blom terkontaminaai dg koropsi menangkan dpr psi biar di sahkan uu perampasan aset koroptor,0,2025-08-21T13:43:18Z
@stephanuskut,rakyat dan asn menangis melihat adpr menari bahagia tunjangan perumahan jtbulan gibranwapres lesu memikirkan penderitaan rakyat dan asn,0,2025-08-21T13:42:13Z
@AsnawiCs-bc3gu,lama lama nkri remuk kalo penjabat seperti ini tidak memikirkan rakyat yg menangis karna rakyak yg kena imbasnya pajak naik semuanya naik cuman kolor yg turun itulah nkri rakyat menderita penjabat hura hura kebanyakan dari uang korupsi jgn di biyar kan korupsi meraja rela kalo tidak mau nkri tejadi lagi di th wan makan gandum basmi penjabat yg koruptor yg senang makan uang rakyat bikin undang undang koruptor di hukum mati kalo ga mau ada korupsi di nkri,0,2025-08-21T13:38:12Z
@yanuarrmuhamad3862,dewan perampok rakyat,0,2025-08-21T13:27:35Z
@ImamSyafii-sy5yu,semua itu yang salah bukan dpr tapi presidenlah yang salaaaaaaaaahsedang pensiunan kerja puluhan tahun tapihajinyasak jumput presiden pembohongomon omon tok,0,2025-08-21T13:22:17Z
@khairularul806,tambah parah ini anggota dpr rakyatnya mejerit pemerintahnya yg sejahteramana taringmu wahai pak prabowo yg saya banggakan tunjukkn tqringmu,0,2025-08-21T13:18:23Z
@jonisapril4375,makan uang rakyat pajak mahal dan ekonomi susuh rakyat ngak iklas ngak makan uang haram pejabat,0,2025-08-21T13:18:23Z
@KM22ID,sangat menyedihkan,0,2025-08-21T13:16:04Z
@SuryantoYanto-o2r,se bubarkan dpt,0,2025-08-21T13:15:07Z
@UsnulAziza-qc1mq,siap dpr di pemilu tahun depan suara kosong,0,2025-08-21T13:13:31Z
@alexhasanudin2713,ini yng menjadi beban negara uang rakyat hanya untuk tuan tanah anggota dpr sudah saatnya di bubarkan saja tak ada manfaatnya bagi rakyat ganti dengan utusan daerah profinsi orang,0,2025-08-21T13:10:25Z
@Henrasaputra-em9nz,bubarkan dpr,0,2025-08-21T13:07:41Z
@ennyrutinahningsih,puan pikirin rakyat pd kelaparan lihatke bawa,0,2025-08-21T13:07:04Z
@charlesmaban,bubarkan saja dpr ri mereka buat rakyat kecil,0,2025-08-21T13:06:56Z
@purbowo4865,sak karepmu terserah rakyat kan cuma penonton,0,2025-08-21T13:06:06Z
@user-zq7oj8wv4u,kapan ni kita demo besar besar di pusat rakyatnya juga sih ada demo buat kepentingan kita semua sebagian jadi penonton katanya pengen hidupnya berubah ada demo ga mau gerak malah diem kaya patung,0,2025-08-21T13:04:21Z
@lilissuryani2955,semoga rakyat bergerak demo bubarkan dpr,0,2025-08-21T13:04:17Z
@khai69tube,rasain loh bangga ya jd bangsa indonesia uang rakyat d makan dpr gigit jari jadi nya,2,2025-08-21T13:02:33Z
@RatihBundan,mulai saat jgn bayar pajak tdk perlu demo buang energy mbok e sama dlondonge podo wae,0,2025-08-21T12:58:41Z
@andieswahyudianto1593,gilaaa anggota dpr itu rata sdh kaya sdh pya rmh sdh pnya mobil mewah msh jg ditmbh katanya efisiensi anggaran tu ekopatrio bkin konten ktanya gji jt sehari g ckup gila bangett,0,2025-08-21T12:58:14Z
@drs.ngarji1746,sungguhsangat ironisdi negeri ini apapun alasannya rakyatmelihatdan merasakan rakyatharusgigit jaridan melihat pesta anggota dprripesta uang rakyat gaji dprri jutaperhari kalau utkmakanmemangnyamuatitu perutnya dasar rakus naudzubillah smgke depannkridipimpinoleh pemimpinyg amanahutk rakyat danpara asnpns tnipolridan para pensiunanyang hari inisangat kecewa karena th tdk mendapat kenaikan gajidan terpaksaharus gigit jaridan memupus harapanmeskibiaya hidupsemakin tinggi padahalsemua tahubahwamerekaadalah penggerak birokrasi pemerintah negara termasukpenerimaan negaraspt pajakdan non pajakdari rakyatyg dibuat pestaoleh para anggota dprri smgmereka fahamdan amanahdg rakyat bawah trims,0,2025-08-21T12:55:23Z
@NesaStore-do2ct,gaji guru ada yang perbulan elu juta perbulan apakah tidak malu anda nerbitin uud perampasan aset aja taunan,0,2025-08-21T12:53:18Z
@maulfizr3673,meski gak naik gaji tapi banyak tambahan duit masuk ya sama aja,0,2025-08-21T12:48:48Z
@nimrotsihombing5985,anggota mpr dpr dpd beban negara hasil pajak dikeluarkan byk untuk merekaga warasss,0,2025-08-21T12:47:31Z
@ArdanAras-c3w,sy sumpah golput,0,2025-08-21T12:44:05Z
@jomandang7310,kasih gaji guru yang kerja nyata sejahtrakan guru dan tenaga kesehatan,22,2025-08-21T12:41:26Z
@nimrotsihombing5985,gaji pokok kecil tp pendapatan yg lain sprti tunjangan byk sekali udah ga waras inihancurr sudah negara ini,6,2025-08-21T12:40:57Z
@jomandang7310,ayo pada pemilihan tahun kita sepakat kosongkan kertas coblos dpr kita cukup pilih presiden dan dpd dpr kosongkan kertasnya soalnya mereka tidak mewakili suara rakyat,16,2025-08-21T12:40:37Z
@jomandang7310,ayo pada pemilihan tahun kita sepakat kosongkan kertas coblos dpr kita cukup pilih presiden dan dpd dpr kosongkan kertasnya,4,2025-08-21T12:40:17Z
@ferdinandchandra6714,hidup puan,0,2025-08-21T12:37:30Z
@Opini2388,kerja cuma ngoceh aja gaji selangit datang keja duduk ada yg bengong ada ngoceh gaji selagitpadahal saya yg gaji dia kerja kuli angkat beban berat panaspanasan gaji di bawah langit,0,2025-08-21T12:36:02Z
@horimaneh,percuma ada dpr gak ada manfaatnya untk rakyat minta gaji besar tunjangan besar sudah buta mata buta hati padahal bnyak rakyat yg hidup susah,0,2025-08-21T12:33:19Z
@akhmadkhusairi819,lahlah yang gajinya hanya jt perbulan dianggap beban,0,2025-08-21T12:29:25Z
@AbdulLatif-vb4hb,negara ini milik mereka jadi apa yg mereka mau mreka sendiri yg buat aturannya,0,2025-08-21T12:20:53Z
@biudimant9773,anggota dpr ri dapat gaji jthariasn dan guru hanya gaji jtbln duduknya hanya mnt jam itupun duduknya di kursi kayu dimana keadilan negeri iniii,0,2025-08-21T12:20:50Z
@suparno9630,yang dinaikkan gajinya cuma dpr dan hakim trus mana pak prabowo kenaikan asn tni polri dan pensiunan,0,2025-08-21T12:17:42Z
@AhmadTaufik-f9s,biarlah dpr kaya,0,2025-08-21T12:11:29Z
@devitabansaleng2088,tidal pantas menilan gaji wakil rakyat disaat situasi saat ini penerintah berhemat pangkas banyak kegiatan tapi mengakomodir kepentingan dpr parah bangsa ini banyak nego dengan dpr dpr jabatan tahun juga asih dapat pensiun apapun namanya tu jangan tambahan di dpr semuanya bertujuan mensejaterakan para elit politik sementara ralyat sengsara asn yg menhabdi puluhan tahun tidak ada kenaikan,0,2025-08-21T12:11:03Z
@TegoehSoemantri_70,saat pemilu pilihan kita adalah berangkat ke bilik suara karena kita diberi sejumlah uang b u k a n karena siapa yang kita pilih dengan biaya politik yg mahal tsb kok kita sewot sih,0,2025-08-21T12:10:28Z
@eckoriady,mahasewa mna ko diem diem baeapa karena ga ada nasi bungkusdasar,0,2025-08-21T12:10:20Z
@agussuhartono9059,ditengah terhimpitnya ekonomi rakyat ternyata para pejabat berpesta pora dengan kenaikan gaji yg jt per bulan pertanyaannya bagaimana nasib rakyat yg sudah terkena phk ribuan lulusan sekolah dan sarjana baru yg sulit memperoleh pekerjaan menurutnya daya beli masyarakat karena imbas ekonomi global rakyat menjeritpejabat menari nari di atas jeritan rakyat apakah kondisi di nkri aman,0,2025-08-21T12:09:34Z
@thullynatural3729,alaaah sudahlah bubarkan saja dpr ga ada gunanya klo urusan kantong nya sendiri cepat banget giliran utk rakyat uu perampasan aset ga jadi,0,2025-08-21T12:07:01Z
@gatotbaliid,rakyat agar tidak demo mungkin perlu diberi pemahaman bahwa rakyat dengan pejabat pemerintah dan anggota dpr sudah beda kelas sehingga harus diperlakukan berbeda rakyat adalah budak sedang pejabat pemerintah dan anggota dpr adalah tuannya atau para majikan yang membuat aturan yang berlaku buat para budak sedang para majikan membuat aturan buat diri mereka sendiri tentu saja aturan yang memuaskan diri mereka sendiri karena itu rakyat para budak harus dibelaskasihani dan diberi kesejahteraan sesuai dengan kelas mereka yaitu rakyat jelata atau kelas umr paspasan saja yang layak buat budak sedang para pejabat dan anggota dpr adalah para tuan yang harus diberi gaji dan fasilitas kelas atas layaknya seorang tuan atau majikan seperti tunjangan rumah juta per bulan itu pun masih kurang karena kamar hotel bintang biayanya juta per hari kenapa hotel bintang karena anggota dpr itu sekelas direksi bumn dan mentri kelas para tuan kelas para majikan bukan kelas rakyat jelata kelas umr,0,2025-08-21T12:04:41Z
@DK-bm1mo,saking miskin nya mereka uang rupiah aja direbutkan dollar dongggggg,0,2025-08-21T11:56:13Z
@duohans,up,0,2025-08-21T11:55:46Z
@TyoAlvaro,ambil kalian lah dunia ini tinggal kan kami sedikit saja tuk bernapas,0,2025-08-21T11:55:20Z
@RaimuhamadMuhamad,pokoknya jgn lihat belakang pak dprjgan kasih kendorbanyak uang negara,2,2025-08-21T11:52:12Z
@elvachristiani1268,mau dibubarin susah ga dibubarin nyusahin,0,2025-08-21T11:51:11Z
@UntiBaco,mereka menari nari di atas penderitaan rakyat gak mutu kerjanya semogah rakyat bersatu bubarkan dpr dan ganti menteri gak mutubisanya bikin rakyat sesak nafas menderita semogah allah memberi peringatan pada pejabat zholim gak mutu aamiin,0,2025-08-21T11:47:26Z
@Abahujivandersar,gak tau malu memang,0,2025-08-21T11:45:06Z
@abahtarya969,habis berapa ton beras dalam satu bln,0,2025-08-21T11:43:47Z
@FannyPinontoan-q9r,rakyat bersatu bubarkan dpr,0,2025-08-21T11:42:34Z
@abahtarya969,menaikan sendiri aja ket dpr,0,2025-08-21T11:42:33Z
@KangsoMebel,biarkan aja makan uang rakyat miskin nanti akan jadi penyakit uang ituayo sedurku se indonesia pilih psi dan presidenya ms gibran dn kang dedi,0,2025-08-21T11:42:27Z
@adiiadiinugroho3170,memang biadabbukannya mengesahkan uu perampasan aset dan hukuman mati untuk koruptor malah naik gajiyang lebih menghebohkan lagi seorang presiden dengan terangan membebaskan seorang koruptor,23,2025-08-21T11:40:18Z
@DewiMegayani,bubarin dpr udah gak berguna,1,2025-08-21T11:38:41Z
@HajiUlaa,hem,0,2025-08-21T11:24:21Z
@MOVE_ON_DONG,gaji setinggi gedung khalifa ngak berguna untuk rakyat yg seharusnya mereka itu menjadi pengawasan pro rakyat malah menjadi penguat kebijakan pemerintah mending kalau kebijakan itu yg pro rakyat justru sebaliknya membebani hingga rakyat menjerit pun seolah tdk mendengar sebelum viral,0,2025-08-21T11:20:08Z
@nurharinibudiastuti4576,sehari juta aku sakwulan juta masa kerja tahun hebat bos ngirit teros wes tuwek mangan iwak kecap iwak uyah witamin opo nek mangan iwak enak gak cukup bos sak wulan utang tambah akeh,0,2025-08-21T11:18:27Z
@ablehdobleh9932,rakyat bingung cari rumah kerja makan disuruh bayar pajak ternyata uang dari rakyat dihambur hamburkan buat kayain pejabat kapan rakyat kaya jangan pejabat aja yang kaya jika sila ke masih ada bubarkan dpr rakyat miskin dimana nuraninya dmn efisiensi,41,2025-08-21T11:16:30Z
@AisyahAprilia-h9e,bubarkan dpr,0,2025-08-21T11:13:40Z
@zainal5522,guru bukan beban negara cek perbedaan gaji guru dan pejabat bedax antara langit dan bumi,0,2025-08-21T11:09:28Z
@RISKA_GAJE,bubar dpr setuju banget,0,2025-08-21T11:09:13Z
@IndrawanLaoh,dpr tidak perlu adamereka hanya menambah beban dan menyengsarakan rakyat,0,2025-08-21T11:07:16Z
@suharyonoyono7319,anggota dpr sdh kehilangan rasa malunya hati nurani sdh mati,10,2025-08-21T10:52:22Z
@stellapattiasina4362,anggota dpr naik tunjangan tapi pensiunan melarat kasihan sekali sementara pensiunan sangat membutuhkan karena gaji sedikit kebutuhan pangan naik kita mau gimana lagi,4,2025-08-21T10:44:59Z
@dwik6635,itu koq ada tumjamgam pphberarti nggak bayar pajak dong itu,1,2025-08-21T10:27:52Z
@satanime9810,beras jt per bln itu mereka makan berapa ton per bln nya,12,2025-08-21T10:14:57Z
@SubarNo-b2m,sebaiknya boikot pemiilu dan jangan bayar pajak percuma bayar yg menikmati para pencuri uang negara,61,2025-08-21T10:06:27Z
@anind27,pantesan orang mau berkorban habis habisan kalau mau nyaleg,8,2025-08-21T10:04:42Z
@MJamil-j7r,ini anggota dpr tdk ada etika tlg diberinti kan saja naik jdi anggota dpr hanya m ain uang saja lihat org itu jgn dicoblos lgh yg tdk punya etika mari kita rame utk menbubarkan sj,1,2025-08-21T10:02:27Z
@dizeroclt,rakyat di peras dari kenaikan pajak sedangakan upah dpr jt bln,4,2025-08-21T09:56:12Z
@abuchannel173,mantaappppp hidup dpr gurihhhh,3,2025-08-21T09:52:43Z
@pujiantopujianto9033,bubarkan dpr,8,2025-08-21T09:49:55Z
@PakMaknun-z2j,kalau rumah dinas kan selesai masa tugas milik pemerintahkalau tunjangan rumah juta kan masuk kantong pribadibukankah pemerintah sedang mengifisienkan anggaran,9,2025-08-21T09:46:23Z
@AnaRobbana,takut didemo takut dihujat rakyat seendonesia mangkanya cepet diralat cepet klarifikasasi srmua anggota dbriving biar llancar ngelesnya,2,2025-08-21T09:45:55Z
@PakMaknun-z2j,nggak usah sewotmereka kan yang membuat undang undang dan kebijakanmumpung masih ada kesempatan biarlah yang gendut tambah buncitrakyat terserah mau kelaparan kekbayar pajak naik kek itu urusan rakyat,2,2025-08-21T09:42:27Z
@nlsfnlsf,modal nyaleg katanya minimal m anggap sisa gaji jtbulan balik modal bulan,5,2025-08-21T09:42:16Z
@kijangbadaksuper,woow,0,2025-08-21T09:38:37Z
@IrawanSupoyo,percepat uu perampasan aset malingjadi negara tdk perlu menaikan pajakcukup miskinkan maling di negara ini,21,2025-08-21T09:38:08Z
@royadhi5445,makanya cerdas memilih wakil rakyat tuh hasilnya barter suara dengan kg beras siap menderita sengsara dan makin suram rakyat konoha,3,2025-08-21T09:37:57Z
@avippahrudin3763,miris,1,2025-08-21T09:31:38Z
@SatuTuhanEsa,hadeh hadeh piye iki pemilu yang akan datang saya golput biarlah tahun ini pada menikmati keindahan duniawi,8,2025-08-21T09:30:08Z
